#CSB for Windows/Linux Version 15.7
#                  0001 --> Turn Left
#                  0002 --> Turn Right
#                  0003 --> Move Forward
#                  0004 --> Slide Right
#                  0005 --> Move Backward
#                  0006 --> Slide Left
#                  000b --> Leave Inventory Screen
#                  0046 --> Click mouth to feed
#                  0047 --> Click eye to show skills
#                  0050 --> Click in Viewport
#                  0053 --> Select Inventory Screen
#                  006f --> Select Attack Character/option
#                  008c --> Select Disk option from inventory
#                  0093 --> Freeze Game
#                  0094 --> un-Freeze Game
#                  00c9 --> Resume (at prison door)
#                  00d2 --> First Menu option
#                  00d3 --> Second Menu Option
#                  00d4 --> Third Menu Option
#                  0add --> Mouse button up
#                  6665 --> Version Signiture
#                  6666 --> Graphics Signiture
#                  6667 --> Dungeon Signiture
#                  6668 --> SaveGame Signiture
#                  6669 --> LoadGame Signiture
#                  666a --> CSBGraphic Signiture
#                  ffff --> Drag out of chartacter order area
## Parameters you can change
##   #[No]DMRules
##   #[No]ExtraTicks
##   #[No]SpeedLimit //Quick Play
##   #[No]Sleep //Skip over any delays for flashing buttons, etc
##   #FastVBLnn // Set VBL multiplier (go fast); If not equal one then
##              // Only display every third frame.  99 is a special case
##              // that goes fast AND displays every frame
##   #TimerTrace<On/Off>
##   #AITrace<On/Off>
##   #DSATrace<On/Off>
00001993 0000 0000 0003 1314a19c
00001996 006f 008a 0050 90ddaf4f
00001997 0000 0000 0add bd9e0d55
0000199a 0000 0000 0053 a2116229
0000199c 0000 0000 0add 3ce70945
000019a2 0000 0000 0047 8855acaf
000019af 0000 0000 0add fb32edb4
000019b1 0000 0000 000b d15f5607
000019b2 0000 0000 0add 0dc4b86f
000019b3 0000 0000 0053 5f333723
000019b4 0000 0000 0add 834b0fc2
000019b6 0000 0000 002d c810c284
000019b7 0000 0000 0add ca570cc4
000019b7 0000 0000 000b ca570cc4
000019b8 0000 0000 0add e52becdb
000019ba 0000 0000 0002 4f65c889
000019c7 0000 0000 0002 55a28afa
000019c9 0000 0000 0003 b72938c5
000019ca 0000 0000 0001 441136d5
000019d0 00f3 0067 006f 208ed13c
000019d1 0000 0000 0add dbef93d6
000019d2 00f3 0067 006f 454cf563
000019d3 0000 0000 0add e6ef91e4
000019d7 0000 0000 0001 fa35bfba
000019d8 0000 0000 0001 9b7ac32e
000019db 0000 0000 0003 311d8ab9
000019dd 0000 0000 0003 92eda9bd
000019df 0000 0000 0002 e64c1c7e
000019e9 0000 0000 0003 8a53193c
000019eb 0000 0000 0003 b1cda4b2
000019ed 0000 0000 0002 7154864f
000019f5 0000 0000 0002 35c0c41f
000019f7 0000 0000 0003 c5315053
000019fa 0000 0000 0003 8328f30b
00001a13 00ec 0012 000f 6a8add44
00001a14 0000 0000 0add 5d6ba71e
00001a17 00ee 0011 000f 272fa9ea
00001a18 0000 0000 0add 831c0ed2
00001a1a 0000 0000 0053 080f3984
00001a1b 0000 0000 0add 0d15a01c
00001a1c 0000 0000 000b e58994ec
00001a1d 0000 0000 0add a325e284
00001a1e 0000 0000 0001 44803f6d
00001a22 0000 0000 0001 126cd5e2
00001a24 0000 0000 0003 86cf5b21
00001a26 0000 0000 0003 26d9a371
00001a28 0000 0000 0002 099f0e43
00001a2d 0000 0000 0004 be1ecebd
00001a2f 0000 0000 0004 2f2ad8c5
00001a32 0000 0000 0002 9d01bae2
00001a3b 0000 0000 0004 fdc0320d
00001a3f 0000 0000 0003 68ba9c6b
00001a43 0000 0000 0005 c9cc968c
00001a45 0000 0000 0002 43377107
00001a48 0000 0000 0003 ad774f3f
00001a49 0000 0000 0001 5764c0ad
00001a4b 0000 0000 0002 93e1073d
00001a4d 0000 0000 0004 3af5442d
00001a4f 0000 0000 0004 5674a424
00001a52 0000 0000 0002 1980d135
00001a5d 0000 0000 0008 4eb67597
00001a5e 0000 0000 0add b642dad4
00001a62 0000 0000 0029 a617adc9
00001a63 0000 0000 0add d55a4ac6
00001a67 0000 0000 000b f12cd75b
00001a68 0000 0000 0add 38a135f2
00001a6b 009b 009e 0050 57d2bbdd
00001a6c 0000 0000 0add 940c3e24
00001a73 0000 0000 0004 29a17db7
00001a76 004e 008a 0050 42813dfc
00001a77 0000 0000 0add 9ba84683
00001a79 0000 0000 0006 3ae2153a
00001a7c 009b 009e 0050 4466803b
00001a7d 0000 0000 0add 53b0f179
00001a7f 0000 0000 0053 4f591774
00001a80 0000 0000 0add b3cb42d5
00001a85 0000 0000 0029 ba39a6ac
00001a86 0000 0000 0add 05a369de
00001a8a 0000 0000 000b cff64ffb
00001a8b 0000 0000 0add 5d7c68af
00001a8d 009b 009e 0050 1e5322f3
00001a8e 0000 0000 0add 8634570f
00001a91 0000 0000 0009 8a83a110
00001a92 0000 0000 0add b0dcfdda
00001a96 0000 0000 0029 1dd3697e
00001a97 0000 0000 0add e4bdaad5
00001a98 0000 0000 000b 3692641e
00001a99 0000 0000 0add 19d28261
00001a9c 009b 009e 0050 e4657f61
00001a9d 0000 0000 0add 208220ec
00001aa0 0000 0000 0007 cb99f768
00001aa1 0000 0000 0add 0227eb95
00001aa4 0000 0000 0033 f20ffbec
00001aa5 0000 0000 0add db616e2c
00001aa6 0000 0000 000b 0a5dbd6f
00001aa7 0000 0000 0add 53ea0cc3
00001aac 006f 0052 0050 1e6efb69
00001aad 0000 0000 0add d0991150
00001aaf 0000 0000 0001 e737a080
00001ab6 0000 0000 0003 e7a3d134
00001ab9 0000 0000 0003 794bb788
00001abb 0000 0000 0002 2bc490b8
00001ac0 0000 0000 0001 effe2dd5
00001ac2 0000 0000 0001 a709e4e7
00001ac6 003f 0094 0050 8a603026
00001ac7 0000 0000 0add 3e20ed76
00001acb 0000 0000 0053 1636021b
00001acc 0000 0000 0add 66953b5e
00001ad0 0000 0000 001d 55aeaaa5
00001ad1 0000 0000 0add fb030b07
00001ad4 0000 0000 0033 6a211d20
00001ad5 0000 0000 0add d68d826f
00001ad7 0079 0064 0051 26bf338c
00001ad8 0000 0000 0add db9366d1
00001adc 0000 0000 0047 e5d1b90b
00001afb 0000 0000 0add 4e1d672e
00001afc 0000 0000 000b a8e2671c
00001afd 0000 0000 0add 0d1d8f42
00001aff 0000 0000 0053 545dcd31
00001b00 1354 c22a 6666 06a4a844
00001b00 0000 0000 0add d71eabff
00001b07 0000 0000 0035 4d92e37b
00001b08 0000 0000 0add 94b25c67
00001b09 0000 0000 000b 6f878b97
00001b0a 0000 0000 0add d78bfb2c
00001b0c 0000 0000 0001 8d1ee496
00001b12 0000 0000 0002 736f7d04
00001b14 0000 0000 0002 4085c5f1
00001b22 00fc 0037 0064 b66b6357
00001b23 0000 0000 0add 68be1e9e
00001b24 010c 0044 0064 276aa21b
00001b25 0000 0000 0add 791e186d
00001b2c 011d 002d 0064 581e3fb4
00001b2d 0000 0000 0add 8fa8e61a
00001b2f 00ff 0038 0064 20db19e6
00001b30 0000 0000 0add 79a03c46
00001b31 011b 0038 0064 997135e2
00001b32 0000 0000 0add 8a1fdbe1
00001b34 010c 0044 0064 80a7cfed
00001b35 0000 0000 0add bcf9affd
00001b3c 012b 002d 0064 8b2588e3
00001b3d 0000 0000 0add 649f3bba
00001b41 00ff 0038 0064 1a40c99d
00001b42 0000 0000 0add a805536a
00001b44 011b 0038 0064 5bc86edc
00001b45 0000 0000 0add 02171593
00001b4e 0139 002d 0064 112c7675
00001b4f 0000 0000 0add 9a76cec9
00001b52 00ff 0038 0064 d91d2d96
00001b53 0000 0000 0add 42c439d6
00001b55 011b 0038 0064 d790d09e
00001b56 0000 0000 0add d4248f52
00001b57 010c 0044 0064 38478e9b
00001b58 0000 0000 0add 7f686587
00001b5d 0000 0000 0002 e25a317e
00001b60 0000 0000 0002 12f6a6e2
00001b63 0000 0000 0003 93867c02
00001b65 0000 0000 0003 aecbc79b
00001b67 0000 0000 0001 f5f92585
00001b6a 0000 0000 0053 64173876
00001b6b 0000 0000 0add 663e6daf
00001b71 0000 0004 2221 ef9a882c
00001b71 0000 0000 002a 09e8cabb
00001b72 0000 0000 0add f909266e
00001b72 0000 0000 000b f909266e
00001b73 0000 0000 0add 5af32658
00001b74 0000 0000 0002 932ffafd
00001b77 0000 0000 0003 3fa38570
00001b7d 0043 009e 0050 c0693f03
00001b7e 0000 0000 0add a6ea34c8
00001b7f 0000 0000 0053 36d2b40c
00001b80 0000 0000 0add aeb36a2a
00001b83 0000 0000 0034 1e523125
00001b84 0000 0000 0add bf6e2d5f
00001b84 0000 0000 000b bf6e2d5f
00001b85 0000 0000 0add bacb59f4
00001b88 0043 009e 0050 ae2aab68
00001b89 0000 0000 0add 908f7c37
00001b8a 0000 0000 0053 86fc5615
00001b8b 0000 0000 0add 333912d2
00001b8d 0000 0000 0035 382b0b16
00001b8e 0000 0000 0add 8a422218
00001b8f 0000 0000 000b 7d8ceca9
00001b90 0000 0000 0add 0d477407
00001b92 0043 009e 0050 9a2d4579
00001b93 0000 0000 0add cb3dd0df
00001b94 0000 0000 0053 a54cb6e4
00001b95 0000 0000 0add 00fdeee6
00001b98 0000 0000 002d 03348bee
00001b99 0000 0000 0add 7c310246
00001b99 0000 0000 000b 7c310246
00001b9a 0000 0000 0add e2c434a6
00001b9d 0043 009e 0050 c0270209
00001b9e 0000 0000 0add e5aba014
00001ba0 0000 0000 0053 27a5c57c
00001ba1 0000 0000 0add 0d20b24c
00001ba4 0000 0000 002b beeca9dc
00001ba5 0000 0000 0add 84a6953c
00001ba5 0000 0000 000b 84a6953c
00001ba7 0000 0000 0add 057ae751
00001ba9 0043 009e 0050 929622de
00001baa 0000 0000 0add a011a9a2
00001bab 0000 0000 0053 77d04d97
00001bac 0000 0000 0add ae131113
00001bae 0000 0000 002c 0412fdc8
00001baf 0000 0000 0add 96b380f4
00001bb6 0000 0000 002c 9b4f754a
00001bb7 0000 0000 0add aa2cb632
00001bbc 0000 0000 0033 947bd974
00001bbd 0000 0000 0add e81d1f7c
00001bc0 0000 0000 001d 33d2ecfe
00001bc1 0000 0000 0add 463dada8
00001bc2 0000 0000 000b 5bc8920f
00001bc3 0000 0000 0add c8273913
00001bc6 009b 009e 0050 d3d017d8
00001bc7 0000 0000 0add 77144e86
00001bca 0000 0000 0053 85f9e896
00001bcb 0000 0000 0add e572079f
00001bd0 0000 0000 0038 fcf38f30
00001bd1 0000 0000 0add c5eca392
00001bd1 0000 0000 000b c5eca392
00001bd2 0000 0000 0add 1dc11a05
00001bd8 0000 0000 0003 53eca2ec
00001bda 009b 009e 0050 aea31754
00001bdb 0000 0000 0add 14cac683
00001bde 0000 0000 0053 eed2240f
00001bdf 0000 0000 0add 2509cc72
00001be5 0000 0000 0032 0c85f106
00001be6 0000 0000 0add 6170eab0
00001be7 0000 0000 000b bc27298e
00001be8 0000 0000 0add 587dd311
00001be9 0000 0000 0053 4819ffa2
00001bea 0000 0000 0add b2fa53d2
00001bee 0000 0000 0047 21777798
00001bf1 0000 0000 0add 3a7420ce
00001bf2 0000 0000 000b 6bc8e8e5
00001bf3 0000 0004 2221 582901ac
00001bf3 0000 0000 0add d775de3b
00001bf5 0000 0000 0005 90fdbf3d
00001bf8 0093 0086 0050 edb023cf
00001bf9 0000 0000 0add 518a4bc6
00001bfb 0096 0080 0050 a9472c29
00001bfc 0000 0000 0add 23459a1d
00001bfe 0093 0086 0050 331a25ac
00001bff 0000 0000 0add e968a0de
00001c01 0096 0080 0050 4a17ce7d
00001c02 0000 0000 0add f69974a9
00001c04 009b 009e 0050 2b912f60
00001c05 0000 0000 0add 311f49d4
00001c07 0000 0000 0053 4d1be05c
00001c08 0000 0000 0add bc1ce682
00001c10 0000 0000 0022 0d4f5fe0
00001c11 0000 0000 0add b78c05c4
00001c13 0000 0000 000b afaf66ee
00001c14 0000 0000 0add 7b1c9074
00001c18 004b 0086 0050 db0ddc1d
00001c19 0000 0000 0add 627443e9
00001c24 0049 008b 0050 4281d70e
00001c25 0000 0000 0add e9d401dd
00001c26 0000 0000 0053 3d24add5
00001c27 0000 0000 0add 98ba853e
00001c2a 0000 0000 0027 0e82485e
00001c2b 0000 0000 0add 2c296722
00001c44 009c 0049 0036 b53c415f
00001c45 0000 0000 0add 63f43f51
00001c45 0000 0000 000b 63f43f51
00001c46 0000 0000 0add 36abf37d
00001c4b 0000 0000 0003 c30c3989
00001c4f 0043 009e 0050 bea7a199
00001c50 0000 0000 0add 01b19d08
00001c52 0000 0000 0053 8fc6a861
00001c53 0000 0000 0add 847a5c35
00001c56 0000 0000 002e 59e17005
00001c57 0000 0000 0add bb8a0afd
00001c57 0000 0000 000b bb8a0afd
00001c58 0000 0000 0add c444471f
00001c5a 0043 009e 0050 28aca4bb
00001c5b 0000 0000 0add 38917e57
00001c5f 0000 0000 0053 d68c3922
00001c60 0000 0000 0add 5db8db5b
00001c62 0000 0000 002f e84b5d35
00001c63 0000 0000 0add 9028f7f6
00001c65 0000 0000 0008 b4a97fd1
00001c66 0000 0000 0add 5340965d
00001c69 0000 0000 0031 1dd43f06
00001c6a 0000 0000 0add b88b139b
00001c6a 0000 0000 000b b88b139b
00001c6b 0000 0000 0add ca5c0704
00001c70 0000 0000 0007 b265c1df
00001c71 0000 0000 0add dd431ecc
00001c74 0000 0000 0037 1c2f206e
00001c75 0000 0000 0add 75e12778
00001c76 0000 0000 0009 f9d84d2e
00001c77 0000 0000 0add 1d5a6343
00001c7a 0000 0000 0031 0190ee47
00001c7b 0000 0000 0add 93f8d5a5
00001c7e 0000 0000 0007 93f753a9
00001c7f 0000 0000 0add 47818170
00001c82 0000 0000 0030 a064e1f6
00001c83 0000 0000 0add 215db6a3
00001c85 0000 0000 000a a496a527
00001c86 0000 0000 0add 33082db2
00001c89 0000 0000 0031 4fb378fb
00001c8a 0000 0000 0add 6350fc9e
00001c9e 00ef 002c 0064 b756a717
00001c9f 0000 0000 0add c869d44e
00001ca0 00f1 0038 0064 268986d1
00001ca1 0000 0000 0add 0e508b45
00001ca2 00ff 0038 0064 1e014656
00001ca3 0000 0000 0add ec3343ae
00001ca9 012b 002d 0064 8c722d0f
00001caa 0000 0000 0add 0b19478d
00001cb1 011b 0038 0064 33e82d36
00001cb2 0000 0000 0add eb19fbe2
00001cca 00f0 0038 0064 fa91d8bb
00001ccb 0000 0000 0add af12c26d
00001ccd 010c 0044 0064 190a1819
00001cce 0000 0000 0add ac7b6fa4
00001cd9 0000 0000 000b c4ea9fff
00001cdb 0000 0000 0add 94e77566
00001cdf 0000 0000 0001 3d5e9b5f
00001ce2 0000 0000 0008 ccb7b839
00001ce3 0000 0000 0add d82ed8bd
00001ce9 0000 0000 002a c4fe28ff
00001cea 0000 0000 0add fad6652a
00001cec 0000 0000 000b 14ed2c70
00001ced 0000 0000 0add 3fab74f9
00001cf1 0000 0000 0002 edf54724
00001cf3 0000 0000 0003 a73a73df
00001cf4 0000 0000 0001 446159a6
00001cf6 0000 0000 0003 7ce3ddb7
00001cfe 0000 0000 0001 15c611b8
00001d01 0000 0000 0003 a5af8f9f
00001d05 0000 0000 0003 5efe4b6c
00001d08 0000 0000 0006 5022f29b
00001d0c 0000 0000 0003 b8b56f05
00001d0e 0000 0000 0002 46df18d0
00001d12 006f 0052 0050 60a70abe
00001d13 0000 0000 0add 9a56a6b3
00001d16 0000 0000 0001 ee3b5d47
00001d18 0000 0000 0003 ea0b892d
00001d1a 0000 0000 0003 d7d76eec
00001d1c 0000 0000 0001 1c60c76e
00001d1e 0000 0000 0002 64052b40
00001d22 006f 0052 0050 90090bc8
00001d23 0000 0000 0add fc104f8d
00001d26 0000 0000 0001 1fe1c2b7
00001d29 0000 0000 0003 45bc4fb0
00001d2b 0000 0000 0003 9da7e5da
00001d2d 0000 0000 0002 d105778e
00001d32 0000 0000 0001 c99453dd
00001d33 0000 0000 0001 4001d342
00001d36 0000 0000 0002 c5beffd6
00001d38 0000 0000 0003 b785d6c9
00001d3a 0000 0000 0001 03176829
00001d3e 0000 0000 0003 7a3e93a9
00001d3f 0000 0000 0002 d5700adf
00001d43 0000 0000 0004 c79a5944
00001d47 00f3 0067 006f 192c1321
00001d48 0000 0000 0add 371bde97
00001d49 00f3 0067 006f 8638db42
00001d4a 0000 0000 0add 21ec7e6d
00001d4d 0000 0000 0002 28cb2bfc
00001d50 0000 0000 0002 a17fe3ad
00001d53 0000 0000 0001 1d0f0009
00001d57 006f 0060 0050 c7f20590
00001d58 0000 0000 0add 6aee94e2
00001d5a 0000 0000 0053 2e3388f8
00001d5c 0000 0000 0add 2f59fc17
00001d5c 0000 0000 000b 2f59fc17
00001d5d 0000 0000 0add 04c1007f
00001d67 0082 006d 0093 55584a56
00001d67 0000 0000 0094 55584a56
00001d70 0000 0000 0001 50b34fde
00001d73 0000 0000 0001 b0318f62
00001d79 0000 0000 0003 83ed2156
00001d7d 006f 0063 0050 8bdb5acc
00001d7e 0000 0000 0add 68c5c7c3
00001d82 0000 0000 0053 9aaff166
00001d83 0000 0000 0add 57a5a435
00001d8a 0000 0000 0047 84903b92
00001d8f 0000 0000 0add 1fb74ade
00001d93 0000 0000 0033 63695e40
00001d94 0000 0000 0add 94c63abe
00001d94 0000 0000 000b 94c63abe
00001d95 0000 0000 0add aeba26b9
00001d97 006f 0063 0050 ab92f298
00001d98 0000 0000 0add 377262f1
00001d99 006f 0063 0050 504c5bbf
00001d9a 0000 0000 0add cb3e5ca5
00001d9b 006f 0063 0050 4e25b690
00001d9c 0000 0000 0add 8dd44f80
00001d9c 006f 0063 0050 8dd44f80
00001d9d 0000 0000 0add 814be498
00001d9e 006f 0063 0050 9641d63d
00001d9f 0000 0000 0add 349af0d3
00001da0 0000 0000 0002 4eea0cf4
00001da4 006f 0052 0050 88bdb233
00001da5 0000 0000 0add 9ffd1d52
00001daa 0000 0000 0093 841aa09e
00001daa 008c 007a 0094 841aa09e
00001dab 0000 0000 0add 80cf5f52
00001db4 0000 0000 0002 83172ca7
00001db8 0000 0000 0003 ce4bb011
00001dba 0000 0000 0002 66aca16e
00001dbc 0000 0000 0003 f7e590df
00001dbe 0000 0000 0003 76713aee
00001dc0 0000 0000 0003 885bc606
00001dc2 0000 0000 0002 3a8893c0
00001dc4 0000 0000 0003 4e86ca9e
00001dc6 0000 0000 0003 874cf288
00001dcb 0000 0000 0003 85a7911a
00001dd0 0000 0000 0003 02a58770
00001dd4 0000 0000 0003 338079d0
00001dd8 0000 0000 0001 75887ca6
00001dda 0000 0000 0003 8655534b
00001ddb 0000 0000 0002 c8a473c6
00001ddf 0000 0000 0003 73cf8b1b
00001de1 0000 0000 0003 232ad038
00001de3 0000 0000 0003 1fe0046b
00001de5 0000 0000 0001 c854df4d
00001de7 0000 0000 0003 8f81f748
00001de9 0000 0000 0003 73da72d3
00001deb 0000 0000 0001 f97a9ca4
00001ded 0000 0000 0003 7cf3e9ff
00001df0 0000 0000 0001 db12ff02
00001df3 0000 0000 0002 db533df9
00001dfc 00ee 002d 0064 4ceabc41
00001dfd 0000 0000 0add a35f5afd
00001e01 0000 0004 2221 1b834020
00001e01 00ff 0038 0064 3ad61edf
00001e02 0000 0000 0add 1c6afce4
00001e03 010c 0044 0064 829f15d3
00001e04 0000 0000 0add ea4b2377
00001e0d 0000 0000 0053 2a7da518
00001e0e 0000 0000 0add 3ad157a0
00001e11 0000 0000 2223 6f01eaaf
00001e11 acb7 a434 6668 f068d90f
00001e12 0626 3878 6668 f068d90f
00001e1b 0061 000a 0008 77347b18
00001e1c 0000 0000 0add 32581d12
00001e1e 0000 0000 0009 05e41bf1
00001e1f 0000 0000 0add 227dc395
00001e22 0000 0000 000a 20ab2809
00001e23 0000 0000 0add 439f7dc7
00001e24 0000 0000 000b 951865dc
00001e25 0000 0000 0add dd590df9
00001e27 0000 0000 0003 6a29a298
00001e2b 0000 0000 0003 c4f91665
00001e2d 0000 0000 0003 a91cfaa9
00001e31 0000 0000 0002 dc1210a3
00001e33 0000 0000 0003 d3cc9ee2
00001e35 0000 0000 0001 3279c283
00001e38 0000 0000 0003 696422a4
00001e3c 0000 0000 0003 76a7ae37
00001e48 00ee 0011 000f a8505fa3
00001e49 0000 0000 0add 7fec8860
00001e4f 0064 0011 000d 401710e5
00001e50 0000 0000 0add 8cfcf946
00001e53 0108 0067 006f a5bff2be
00001e54 0000 0000 0add d0daaf42
00001e56 0000 0000 0003 ae5b9aea
00001e58 0000 0000 0003 6fedafb0
00001e5a 0000 0000 0003 97219c71
00001e5c 0000 0000 0003 fd6ac777
00001e5e 0000 0000 0003 79efa96c
00001e60 0000 0000 0003 7906eb05
00001e62 0000 0000 0003 7a16acdf
00001e64 0000 0000 0003 fe391c7d
00001e66 0000 0000 0003 84f6a1ef
00001e68 0000 0000 0003 726e3b6c
00001e6a 0000 0000 0003 16815371
00001e6c 0000 0000 0003 fce4fd1e
00001e6e 0000 0000 0003 9c8b6131
00001e70 0000 0000 0003 c16f4e98
00001e71 0000 0000 0001 558a5ee5
00001e73 0000 0000 0003 9334225e
00001e75 0000 0000 0003 2808091d
00001e77 0000 0000 0003 0e40730b
00001e79 0000 0000 0003 fa135597
00001e7b 0000 0000 0003 3a023aec
00001e7d 0000 0000 0003 dd66332f
00001e7f 0000 0000 0003 b89df15c
00001e81 0000 0000 0003 32b28f82
00001e85 0000 0000 0003 5df368cb
00001e87 0000 0000 0003 5fde1a84
00001e8a 0000 0000 0006 f85027e3
00001e8c 0000 0000 0003 08c3d4ef
00001e8e 0000 0000 0003 d14d2edd
00001e91 0000 0000 0003 b4aaf321
00001e94 0000 0000 0002 c126a302
00001e96 0000 0000 0001 23d0b6a5
00001e99 0000 0000 0006 53ccf286
00001e9b 0000 0000 0003 5e8333ef
00001e9d 0000 0000 0003 5433eaa3
00001ea0 0000 0000 0004 43e7a1d5
00001ea3 0000 0000 0003 9ad1f9f5
00001ea5 0000 0000 0003 ce3429aa
00001ea7 0000 0000 0003 0655fd0e
00001ea9 0000 0000 0003 bcad171c
00001eaa 0000 0000 0002 b319328b
00001ead 0000 0000 0003 f2d3472d
00001eaf 0000 0000 0001 6529d356
00001eb1 0000 0000 0002 f44c8ae3
00001eb3 0000 0000 0003 ee9a54d4
00001eb5 0000 0000 0003 6b081cb7
00001eb9 0000 0000 0002 4ba54519
00001ebb 0000 0000 0003 4107fd34
00001ebd 0000 0000 0001 4c4887f0
00001ebf 0000 0000 0003 79bb31b4
00001ec1 0000 0000 0003 a061dc17
00001ec3 0000 0000 0003 6150927e
00001ec5 0000 0000 0001 dc4858d3
00001ec8 0000 0000 0003 7e354da3
00001eca 0000 0000 0004 3b4e1533
00001ecd 0000 0000 0053 b6e0bf89
00001ece 0000 0000 0add 1dca992f
00001ed1 3508 cc3f 6668 7ac9187c
00001ed1 3508 cc3f 2224 7ac9187c
00001ed1 3508 cc3f 6669 102a0e2f
00001ed1 0000 0000 000b 102a0e2f
00001ee0 1354 c22a 6666 76e0dfa5
00001ee0 176a 5076 6667 5eb58e0c
00001ee0 4210 c71e 6665 0a88c027
00001ee0 0000 0000 0003 3d6cd0e6
00001ee2 0000 0000 0003 62a9d69d
00001ee4 0096 0097 0050 eb766aa7
00001ee5 0000 0000 0add c4c8e497
00001ee6 00a0 0098 0050 1bba1fe7
00001ee7 0000 0000 0add 1c988d1d
00001ee7 0000 0000 0005 1c988d1d
00001ee9 0000 0000 0005 bedebebc
00001eeb 0000 0000 0006 c5e2f93d
00001eed 0000 0000 0005 caac9795
00001eef 0000 0000 0006 c33d4ec3
00001ef1 0000 0000 0006 758a887f
00001ef3 0000 0000 0006 59638a4d
00001ef7 0000 0000 0002 12c7a488
00001ef9 00f3 0067 006f 2838b187
00001efa 0000 0000 0add b1e5efca
00001f10 0000 0000 0001 8fb8fb24
00001f11 00f3 0067 006f 95451a41
00001f12 0000 0000 0add 7c803428
00001f12 0000 0000 0004 7c803428
00001f14 0108 0067 006f bafa8485
00001f15 0000 0000 0add 1e93ce80
00001f17 0000 0000 0001 e5637dd9
00001f18 0108 005b 006f 0aa5261b
00001f19 0000 0000 0add b73be814
00001f1a 0000 0000 0004 02d97429
00001f22 0000 0000 0006 64c4a97d
00001f24 0108 0067 006f 087ef22c
00001f25 0000 0000 0add e3b71b16
00001f26 0000 0000 0002 1b391dab
00001f27 0108 005b 006f bae27340
00001f28 0000 0000 0add 8c047b8b
00001f29 0000 0000 0006 77bc151b
00001f2b 00f3 0067 006f 2f951beb
00001f2c 0000 0000 0add 072871a6
00001f30 0000 0000 0002 c794b703
00001f31 00f3 0067 006f e376153d
00001f32 0000 0000 0add 837531f5
00001f35 0108 0067 006f 240db3bc
00001f36 0000 0000 0add b4047f6c
00001f3a 0000 0000 0001 40e3a5e5
00001f3b 0108 005b 006f 84cedd1a
00001f3c 0000 0000 0add 097a8093
00001f3d 0000 0000 0004 897b499e
00001f3f 00f3 0067 006f 4a95fbca
00001f40 0000 0000 0add d6bd8a00
00001f42 0000 0000 0001 4fb1d966
00001f45 0000 0000 0002 c3d0eb8d
00001f48 0000 0000 0001 72df5cc5
00001f4a 0000 0000 0002 be021e23
00001f4b 00f3 0067 006f 27f19ec3
00001f4c 0000 0000 0add 79ee608f
00001f4d 0000 0000 0006 5899285e
00001f50 0108 0067 006f cac1790c
00001f51 0000 0000 0add 90d339e0
00001f58 0108 005b 006f 029a2a25
00001f59 0000 0000 0add 2b668502
00001f5a 0000 0000 0004 221f1d42
00001f61 00f3 0067 006f 064712ee
00001f62 0000 0000 0add 831f1aa2
00001f62 0000 0000 0001 831f1aa2
00001f64 00f3 0067 006f bed80504
00001f65 0000 0000 0add 676ffd73
00001f66 0000 0000 0004 4bb7f8f6
00001f69 0000 0000 0006 89521999
00001f6d 0000 0000 0053 cdff9882
00001f6f 0000 0000 0add bcbb0c6a
00001f70 0000 0000 0030 e46c8737
00001f71 0000 0000 0add 92395dd4
00001f72 0000 0000 000b 26c4ccea
00001f73 0000 0000 0add 7d0b51b7
00001f75 0000 0000 0003 962a75e2
00001f78 009b 009e 0050 ab252252
00001f79 0000 0000 0add 0deda381
00001f7a 0000 0000 0053 1974b96d
00001f7b 0000 0000 666a 1614864a
00001f7b 0000 0000 0add f2c2170d
00001f7d 0000 0000 002f f53107d9
00001f7e 0000 0000 0add f0104352
00001f84 012b 002d 0064 41529908
00001f85 0000 0000 0add c9766545
00001f89 00ff 0038 0064 574cee39
00001f8a 0000 0000 0add 268fa8c0
00001f8c 011b 0038 0064 db6b77a3
00001f8d 0000 0000 0add 453ad6e4
00001f99 0000 0000 0091 ec10f80d
00001fa2 0000 0000 0add ca5aa645
00002022 00a4 0043 0092 90576837
00002023 0000 0000 0add ef664364
0000202a 0000 0000 0053 fc4edeb1
0000202b 0000 0000 0add 994da259
00002034 011b 0038 0064 3b614532
00002035 0000 0000 0add 3b5dc850
00002043 00ff 0038 0064 e5dff845
00002044 0000 0000 0add c71be1e5
00002045 010c 0044 0064 bbf62f2a
00002046 0000 0000 0add 6e7a29c9
0000204d 00fc 002d 0064 d492c8c0
0000204e 0000 0000 0add 5fdc239f
00002055 00ff 0038 0064 cc6d5948
00002056 0000 0000 0add 116e42a2
00002058 011b 0038 0064 e3a9283c
00002059 0000 0000 0add f5277fa0
0000205a 010c 0044 0064 2dc9cbee
0000205b 0000 0000 0add ba144606
00002064 00ee 002d 0064 7fb50112
00002065 0000 0000 0add f07af979
00002068 00f1 0038 0064 a8ef2ba3
00002069 0000 0000 0add a4589ae4
0000206b 011b 0038 0064 b1ceaa42
0000206c 0000 0000 0add 72f37db1
00002075 0139 002d 0064 31ea7c1f
00002076 0000 0000 0add 67d027f2
00002079 00ff 0038 0064 98958e84
0000207a 0000 0004 2221 3c69c920
0000207a 0000 0000 0add 300583df
0000207d 011b 0038 0064 622b49d9
0000207e 0000 0000 0add 3347d21b
0000207f 010c 0044 0064 6505eef4
00002080 0000 0000 0add 418ae9a2
00002087 0000 0000 000b 489a9234
